Date,Time,Attendance,Gender_Demographic,Age_Demographic,Movie_Title,Genre,Producer,Distributor,Rotten_Tomatoes,IMDB,Metacritic,Certificate_Rating,Certificate_Body,Capacity,Video_System,Sound_System
2023-10-01,10:13:00,30,0.3,39.5,The Jungle Book,Adventure,Warner Bros.,Disney,76,7.6,71,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-01-20,11:48:00,19,0.4,40.0,American Beauty,Fantasy,Warner Bros.,20th Century Fox,83,8.3,78,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-10-05,10:44:00,49,0.5,20.0,La haine,Drama,20th Century Fox,DreamWorks,81,8.1,76,Unrated,MPA,200,ABD,Audionic
2023-04-16,09:21:00,39,1.0,20.3,"I, Daniel Blake",Fantasy,20th Century Fox,20th Century Fox,79,7.9,74,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-02-16,10:54:00,27,0.1,16.0,The 39 Steps,Drama,LucasFilm ,Warner Bros.,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2024-07-30,11:23:00,11,0.0,30.6,The Godfather: Part III,Drama,20th Century Fox,Pixar ,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2024-11-18,11:16:00,39,0.3,34.5,The Boy in the Striped Pyjamas,Fantasy,DreamWorks,20th Century Fox,78,7.8,73,PG,MPA,100,ABD,Audionic
2024-01-20,10:15:00,50,0.6,16.3,Nefes: Vatan Sagolsun,Action,DreamWorks,Paramount,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-01-29,10:22:00,36,0.0,15.9,Zindagi Na Milegi Dobara,Fantasy,DreamWorks,Paramount,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2024-01-30,11:15:00,12,0.6,33.2,Braveheart,Biography,Pixar ,LucasFilm ,83,8.3,78,A,MPA,100,Dolby Digital,Dolby Digital
2024-11-29,09:45:00,7,0.9,24.4,Paan Singh Tomar,Action,Pixar ,LucasFilm ,82,8.2,77,Unrated,MPA,200,ABD,Audionic
2024-04-27,11:03:00,42,0.6,26.9,Kumonosu-jô,Fantasy,Paramount,Universal,81,8.1,76,TV-PG,MPA,200,ABD,Audionic
2023-12-30,11:17:00,32,0.7,16.1,La passion de Jeanne d'Arc,Biography,LucasFilm ,DreamWorks,81,8.1,76,GP,AFI,200,ABD,Audionic
2023-10-11,11:55:00,25,0.1,30.5,Amélie,Western,Paramount,Universal,83,8.3,78,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-05-02,11:00:00,32,0.3,21.9,Green Book,Biography,Pixar ,Warner Bros.,82,8.2,77,Unrated,MPA,100,ABD,Audionic
2024-02-21,09:32:00,14,1.0,29.6,The King's Speech,Biography,Warner Bros.,Pixar ,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2023-12-09,09:02:00,15,0.1,27.9,Modern Times,Fantasy,Disney,Disney,85,8.5,80,Cetificate,AFI,100,Dolby Digital,Dolby Digital
2024-02-05,09:27:00,50,0.4,27.4,Trois couleurs: Rouge,Fantasy,Universal,Paramount,81,8.1,76,TV-PG,MPA,100,ABD,Audionic
2024-03-22,10:03:00,4,0.7,22.5,21 Grams,Drama,Pixar ,DreamWorks,76,7.6,71,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-07-29,09:44:00,3,0.6,16.9,Coraline,Crime,DreamWorks,Warner Bros.,77,7.7,72,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-09-27,09:20:00,33,1.0,38.5,The Fifth Element,Action,Universal,LucasFilm ,77,7.7,72,Unrated,MPA,200,ABD,Audionic
2024-07-12,09:00:00,43,0.3,21.1,Yôjinbô,Action,Pixar ,LucasFilm ,82,8.2,77,TV-PG,MPA,100,ABD,Audionic
2023-03-29,09:14:00,28,0.1,30.3,Låt den rätte komma in,Drama,Warner Bros.,Warner Bros.,79,7.9,74,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-09-18,09:46:00,10,0.9,31.3,Harry Potter and the Goblet of Fire,Adventure,LucasFilm ,Universal,77,7.7,72,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-04-30,10:30:00,10,0.5,16.0,Million Dollar Baby,Fantasy,LucasFilm ,20th Century Fox,81,8.1,76,Unrated,MPA,300,ABD,Audionic
2024-04-20,10:38:00,10,0.8,17.2,The Hustler,Fantasy,Warner Bros.,Universal,80,8.0,75,A,MPA,100,ABD,Audionic
2024-10-06,10:56:00,12,1.0,30.2,As Good as It Gets,Fantasy,Universal,LucasFilm ,77,7.7,72,A,MPA,100,ABD,Audionic
2024-12-16,10:07:00,11,0.7,22.9,Short Term 12,Fantasy,Warner Bros.,Disney,80,8.0,75,PG-13,MPA,200,Dolby Digital,Dolby Digital
2024-02-13,09:46:00,14,0.2,39.5,The Sound of Music,Biography,Paramount,Universal,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-19,11:50:00,47,0.5,33.0,Papurika,Crime,DreamWorks,20th Century Fox,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2024-04-17,11:13:00,31,0.3,19.2,Modern Times,Fantasy,Disney,Disney,85,8.5,80,Cetificate,AFI,200,ABD,Audionic
2023-01-17,11:06:00,16,0.6,31.5,Blazing Saddles,Musical,LucasFilm ,Warner Bros.,77,7.7,72,A,MPA,200,Dolby Digital,Dolby Digital
2023-05-18,10:42:00,8,0.5,20.1,Being John Malkovich,Fantasy,LucasFilm ,Warner Bros.,77,7.7,72,PG-13,MPA,300,ABD,Audionic
2023-03-04,10:52:00,21,0.3,32.0,Blood Diamond,Adventure,Universal,Pixar ,80,8.0,75,A,MPA,200,Dolby Digital,Dolby Digital
2024-10-01,09:20:00,35,0.7,20.6,Isle of Dogs,Adventure,20th Century Fox,LucasFilm ,79,7.9,74,TV-PG,MPA,100,ABD,Audionic
2024-06-18,11:49:00,45,0.8,31.7,Udaan,Fantasy,Disney,Warner Bros.,82,8.2,77,Unrated,MPA,300,ABD,Audionic
2023-03-16,11:16:00,33,0.6,27.8,Koe no katachi,Crime,Disney,DreamWorks,81,8.1,76,Approved,AFI,200,ABD,Audionic
2024-10-23,11:21:00,38,0.4,20.9,The Others,Romance,Disney,Paramount,76,7.6,71,PG,MPA,300,ABD,Audionic
2024-02-28,11:41:00,37,0.2,20.2,North by Northwest,Adventure,Paramount,DreamWorks,83,8.3,78,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-02-10,11:47:00,8,0.5,30.7,The Great Dictator,Fantasy,20th Century Fox,20th Century Fox,84,8.4,79,GP,AFI,100,Dolby Digital,Dolby Digital
2024-03-15,10:31:00,20,0.2,23.1,Amores perros,Fantasy,DreamWorks,20th Century Fox,81,8.1,76,A,MPA,200,ABD,Audionic
2023-02-10,11:51:00,29,0.2,28.3,Koe no katachi,Crime,Disney,DreamWorks,81,8.1,76,Approved,AFI,200,ABD,Audionic
2024-12-08,11:06:00,26,0.1,28.0,Kurenai no buta,Adventure,Pixar ,Disney,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-08-26,09:34:00,21,0.8,16.0,High Noon,Fantasy,Pixar ,Universal,79,7.9,74,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-07-09,09:04:00,8,0.7,36.8,Il postino,Biography,Universal,Paramount,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2023-02-16,11:35:00,3,0.2,26.1,Birdman or (The Unexpected Virtue of Ignorance),Fantasy,Paramount,Warner Bros.,77,7.7,72,A,MPA,200,ABD,Audionic
2023-09-30,09:21:00,11,0.0,18.5,Hedwig and the Angry Inch,Fantasy,Pixar ,Paramount,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2024-09-23,10:28:00,41,0.4,32.3,Harry Potter and the Sorcerer's Stone,Adventure,LucasFilm ,DreamWorks,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2023-05-30,11:23:00,47,0.1,21.9,Zelig,Comedy,Warner Bros.,LucasFilm ,77,7.7,72,Passed ,MPA,200,ABD,Audionic
2023-10-09,11:10:00,32,0.5,23.0,The Bourne Ultimatum,Action,20th Century Fox,Warner Bros.,80,8.0,75,Unrated,MPA,200,ABD,Audionic
2023-12-15,09:42:00,45,0.7,15.3,Under sandet,Fantasy,DreamWorks,Warner Bros.,78,7.8,73,PG-13,MPA,300,Dolby Digital,Dolby Digital
2023-12-02,11:47:00,29,0.9,29.1,The Straight Story,Biography,20th Century Fox,DreamWorks,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-07-24,10:14:00,19,0.3,24.3,The Wizard of Oz,Adventure,Pixar ,Disney,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-08-31,09:06:00,19,0.2,20.4,"I, Daniel Blake",Fantasy,20th Century Fox,20th Century Fox,79,7.9,74,Unrated,MPA,200,Dolby Digital,Dolby Digital
2023-09-23,10:27:00,38,0.7,25.1,English Vinglish,Fantasy,Paramount,DreamWorks,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-11-17,09:18:00,34,0.0,28.3,The Verdict,Fantasy,LucasFilm ,Pixar ,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-11-06,09:17:00,30,0.5,35.0,"South Park: Bigger, Longer & Uncut",Crime,20th Century Fox,20th Century Fox,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2024-08-01,09:19:00,27,0.9,34.5,La vie d'Adèle,Fantasy,Pixar ,DreamWorks,77,7.7,72,A,MPA,100,ABD,Audionic
2023-10-06,10:12:00,43,0.5,35.4,The Killing,Drama,Paramount,Paramount,80,8.0,75,Approved,AFI,300,Dolby Digital,Dolby Digital
2023-04-22,11:54:00,25,0.7,38.3,Zombieland,Adventure,DreamWorks,Pixar ,76,7.6,71,A,MPA,100,Dolby Digital,Dolby Digital
2023-12-15,11:42:00,23,0.8,33.8,There Will Be Blood,Fantasy,20th Century Fox,Pixar ,82,8.2,77,A,MPA,200,ABD,Audionic
2023-03-25,10:10:00,40,1.0,28.0,Lion,Biography,LucasFilm ,LucasFilm ,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-12-22,10:06:00,36,0.7,25.0,Patton,Biography,Paramount,20th Century Fox,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2024-05-03,11:21:00,37,0.7,28.8,What's Eating Gilbert Grape,Fantasy,Pixar ,DreamWorks,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-10-21,11:00:00,21,0.2,34.8,Charade,War,DreamWorks,Disney,79,7.9,74,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-09-25,10:35:00,35,0.3,21.6,Ocean's Eleven,Drama,Pixar ,20th Century Fox,77,7.7,72,Unrated,MPA,100,Dolby Digital,Dolby Digital
2024-08-17,10:20:00,12,0.8,36.2,Roman Holiday,Western,Pixar ,DreamWorks,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2024-08-01,11:04:00,33,0.9,16.7,Fear and Loathing in Las Vegas,Adventure,Warner Bros.,Pixar ,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2023-03-19,11:59:00,17,0.8,16.0,Butch Cassidy and the Sundance Kid,Biography,Warner Bros.,Paramount,80,8.0,75,Passed ,MPA,100,Dolby Digital,Dolby Digital
2024-04-07,10:53:00,10,1.0,26.3,Full Metal Jacket,Fantasy,Disney,DreamWorks,83,8.3,78,Unrated,MPA,200,Dolby Digital,Dolby Digital
2023-01-07,11:07:00,5,0.2,27.4,The Little Mermaid,Crime,20th Century Fox,LucasFilm ,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2023-05-16,09:54:00,39,0.2,20.7,Bound by Honor,Drama,Pixar ,20th Century Fox,80,8.0,75,PG-13,MPA,300,ABD,Audionic
2024-03-23,11:46:00,31,0.7,17.5,Rio Bravo,Action,Universal,Paramount,80,8.0,75,GP,AFI,100,ABD,Audionic
2023-07-05,10:26:00,4,0.4,26.8,Papillon,Biography,Warner Bros.,Universal,80,8.0,75,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-02-26,11:10:00,36,1.0,19.6,Donnie Brasco,Biography,Disney,Pixar ,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2024-06-27,09:49:00,38,0.5,27.8,The Fault in Our Stars,Fantasy,Paramount,Universal,77,7.7,72,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-02-06,10:13:00,31,0.3,32.3,Children of Men,Adventure,Pixar ,Paramount,79,7.9,74,A,MPA,200,Dolby Digital,Dolby Digital
2024-07-22,11:18:00,24,0.8,19.6,Finding Neverland,Biography,Paramount,Universal,76,7.6,71,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-09-15,11:24:00,32,0.6,17.6,Brief Encounter,Fantasy,20th Century Fox,Warner Bros.,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-02-27,11:24:00,19,0.4,16.6,La Strada,Fantasy,20th Century Fox,Universal,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-01-10,11:30:00,35,1.0,38.1,Bãhubali: The Beginning,Action,Pixar ,Warner Bros.,80,8.0,75,Unrated,MPA,100,ABD,Audionic
2023-08-20,09:49:00,49,0.7,27.8,Jab We Met,Fantasy,Pixar ,Universal,79,7.9,74,TV-PG,MPA,200,ABD,Audionic
2023-03-17,09:12:00,26,0.5,38.7,The Count of Monte Cristo,Action,Pixar ,Disney,78,7.8,73,PG,MPA,100,Dolby Digital,Dolby Digital
2024-02-25,09:18:00,16,0.7,36.5,Enter the Dragon,Action,Pixar ,Disney,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2024-09-19,09:47:00,1,0.8,27.9,Dawn of the Planet of the Apes,Action,DreamWorks,Paramount,76,7.6,71,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-12-25,11:53:00,3,1.0,15.8,The Man from Earth,Fantasy,Paramount,Disney,79,7.9,74,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-02-27,11:33:00,24,0.8,24.5,Kick-Ass,Action,Warner Bros.,20th Century Fox,76,7.6,71,Unrated,MPA,200,ABD,Audionic
2024-09-28,11:34:00,23,0.1,21.1,Citizen Kane,Fantasy,Universal,Disney,83,8.3,78,Unrated,MPA,200,ABD,Audionic
2023-09-12,09:04:00,22,0.8,34.7,Gully Boy,Fantasy,Pixar ,Disney,80,8.0,75,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-07-14,09:21:00,43,1.0,26.8,Babam ve Oglum,Fantasy,Disney,LucasFilm ,83,8.3,78,TV-PG,MPA,200,ABD,Audionic
2023-08-25,10:41:00,1,0.7,25.1,Hacksaw Ridge,Biography,Universal,DreamWorks,81,8.1,76,A,MPA,200,ABD,Audionic
2023-03-01,09:10:00,18,0.4,20.0,This Is Spinal Tap,Sci-Fi,Pixar ,Pixar ,79,7.9,74,PG-13,MPA,100,Dolby Digital,Dolby Digital
2024-06-13,09:36:00,13,0.1,18.0,The Iron Giant,Action,Paramount,20th Century Fox,80,8.0,75,Passed ,MPA,100,Dolby Digital,Dolby Digital
2024-11-07,09:46:00,6,0.5,22.1,3 Idiots,Fantasy,Paramount,Universal,84,8.4,79,Unrated,MPA,200,ABD,Audionic
2024-10-14,10:09:00,44,0.4,39.2,The Hobbit: The Desolation of Smaug,Adventure,Disney,20th Century Fox,78,7.8,73,Unrated,MPA,300,ABD,Audionic
2023-04-16,09:06:00,12,0.6,18.3,Dial M for Murder,Drama,Disney,DreamWorks,82,8.2,77,A,MPA,300,Dolby Digital,Dolby Digital
2023-09-22,09:00:00,5,0.0,37.5,Arrival,Fantasy,Paramount,20th Century Fox,79,7.9,74,Unrated,MPA,100,ABD,Audionic
2024-11-09,10:33:00,36,0.7,39.2,The Thin Red Line,Fantasy,20th Century Fox,Universal,76,7.6,71,A,MPA,200,ABD,Audionic
2024-02-07,11:01:00,18,0.2,31.3,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo,",Action,LucasFilm ,DreamWorks,81,8.1,76,Unrated,MPA,200,Dolby Digital,Dolby Digital
2023-10-27,11:30:00,10,0.2,36.4,Das weiße Band - Eine deutsche Kindergeschichte,Fantasy,Disney,Warner Bros.,78,7.8,73,Unrated,MPA,200,Dolby Digital,Dolby Digital
2024-12-08,10:52:00,49,0.5,24.3,Contratiempo,Drama,Paramount,Disney,81,8.1,76,TV-14,AFI,100,ABD,Audionic
2024-03-10,11:10:00,38,0.7,25.1,The Nightmare Before Christmas,Crime,DreamWorks,DreamWorks,80,8.0,75,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-05-29,11:50:00,24,0.2,38.9,The 39 Steps,Drama,LucasFilm ,Warner Bros.,76,7.6,71,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-04-01,09:37:00,43,0.7,22.7,Lord of War,Action,Paramount,DreamWorks,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2024-07-14,10:20:00,16,0.3,39.9,Harry Potter and the Prisoner of Azkaban,Adventure,Paramount,20th Century Fox,79,7.9,74,TV-PG,MPA,300,ABD,Audionic
2024-02-19,11:43:00,21,0.4,31.9,Unforgiven,Fantasy,Universal,Pixar ,82,8.2,77,A,MPA,100,ABD,Audionic
2023-11-26,09:00:00,42,0.0,39.9,The Prestige,Fantasy,LucasFilm ,Universal,85,8.5,80,TV-PG,MPA,200,ABD,Audionic
2024-11-24,11:28:00,6,0.6,31.4,Malcolm X,Biography,20th Century Fox,Warner Bros.,77,7.7,72,TV-PG,MPA,200,ABD,Audionic
2024-09-02,10:47:00,4,0.7,32.0,Wonder,Fantasy,Paramount,DreamWorks,80,8.0,75,TV-PG,MPA,200,ABD,Audionic
2024-11-08,11:21:00,13,0.1,16.6,50/50,Fantasy,LucasFilm ,Warner Bros.,76,7.6,71,PG-13,MPA,200,Dolby Digital,Dolby Digital
2023-01-31,09:00:00,36,0.9,18.9,"Synecdoche, New York",Fantasy,Disney,Warner Bros.,76,7.6,71,PG-13,MPA,100,ABD,Audionic
2023-10-30,10:51:00,40,0.0,15.1,Mr. Nobody,Fantasy,DreamWorks,Disney,78,7.8,73,PG-13,MPA,300,Dolby Digital,Dolby Digital
2024-03-23,09:34:00,33,0.7,19.5,La Vie En Rose,Biography,LucasFilm ,DreamWorks,76,7.6,71,PG,MPA,200,Dolby Digital,Dolby Digital
2024-06-13,10:34:00,48,1.0,19.6,"Aguirre, der Zorn Gottes",Action,Pixar ,Warner Bros.,79,7.9,74,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-03-12,11:46:00,16,0.6,36.1,Knockin' on Heaven's Door,Action,Universal,Pixar ,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-11-24,10:47:00,13,0.8,16.9,Gangs of Wasseypur,Action,Paramount,LucasFilm ,82,8.2,77,A,MPA,300,Dolby Digital,Dolby Digital
2023-09-06,11:12:00,2,0.7,37.3,Harry Potter and the Deathly Hallows: Part 1,Adventure,Universal,20th Century Fox,77,7.7,72,A,MPA,100,Dolby Digital,Dolby Digital
2023-09-02,10:07:00,29,0.9,34.0,Short Term 12,Fantasy,Warner Bros.,Disney,80,8.0,75,PG-13,MPA,200,ABD,Audionic
2023-01-17,10:14:00,49,0.1,20.4,Manhattan,Fantasy,Paramount,Universal,79,7.9,74,PG-13,MPA,300,ABD,Audionic
2024-04-11,09:44:00,1,0.3,16.2,Special Chabbis,Drama,Warner Bros.,Warner Bros.,80,8.0,75,Unrated,MPA,300,ABD,Audionic
2024-02-27,09:01:00,12,0.4,22.3,Rope,Drama,DreamWorks,20th Century Fox,80,8.0,75,A,MPA,200,Dolby Digital,Dolby Digital
2024-06-07,11:19:00,19,1.0,36.4,How to Train Your Dragon 2,Action,20th Century Fox,Pixar ,78,7.8,73,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-05-11,10:39:00,10,0.4,36.4,Les quatre cents coups,Drama,Paramount,DreamWorks,81,8.1,76,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-10-12,10:10:00,13,0.2,24.9,Andaz Apna Apna,Action,LucasFilm ,Pixar ,82,8.2,77,TV-PG,MPA,300,ABD,Audionic
2024-10-03,09:07:00,41,0.4,18.3,Interstellar,Adventure,Paramount,Disney,86,8.6,81,Unrated,MPA,300,ABD,Audionic
2023-09-11,10:37:00,12,0.1,17.7,As Good as It Gets,Fantasy,Universal,LucasFilm ,77,7.7,72,A,MPA,100,ABD,Audionic
2024-03-19,11:12:00,38,0.9,39.1,The World's Fastest Indian,Biography,Paramount,Universal,78,7.8,73,TV-PG,MPA,100,ABD,Audionic
2024-09-27,11:27:00,30,1.0,38.2,Children of Men,Adventure,Pixar ,Paramount,79,7.9,74,A,MPA,200,ABD,Audionic
2023-04-08,11:27:00,36,0.6,39.1,Idi i smotri,Fantasy,20th Century Fox,20th Century Fox,83,8.3,78,A,MPA,100,ABD,Audionic
2023-09-02,10:14:00,41,0.8,39.1,Bin-jip,Drama,Pixar ,Paramount,80,8.0,75,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-09-09,10:51:00,47,0.8,15.7,Dip huet seung hung,Action,Pixar ,DreamWorks,78,7.8,73,PG-13,MPA,300,ABD,Audionic
2024-09-07,11:49:00,50,0.1,18.2,The Man Who Shot Liberty Valance,Fantasy,Universal,Disney,81,8.1,76,TV-PG,MPA,300,ABD,Audionic
2024-05-23,09:25:00,46,0.1,28.8,Do lok tin si,Drama,Paramount,Pixar ,77,7.7,72,Unrated,MPA,300,ABD,Audionic
2024-12-12,11:47:00,41,0.7,22.1,Gravity,Fantasy,Warner Bros.,Universal,77,7.7,72,Unrated,MPA,300,Dolby Digital,Dolby Digital
2023-12-17,09:44:00,12,0.8,33.4,The General,Action,LucasFilm ,Pixar ,81,8.1,76,GP,AFI,200,ABD,Audionic
2023-08-16,09:35:00,39,0.1,25.4,In Bruges,Drama,Disney,Pixar ,79,7.9,74,PG-13,MPA,100,ABD,Audionic
2023-07-22,11:12:00,41,0.1,31.5,Le scaphandre et le papillon,Biography,LucasFilm ,Paramount,80,8.0,75,PG,MPA,100,ABD,Audionic
2024-09-03,10:40:00,30,0.3,40.0,Dilwale Dulhania Le Jayenge,Fantasy,Warner Bros.,Pixar ,81,8.1,76,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2023-04-30,11:09:00,34,0.9,37.2,Carlito's Way,Drama,Universal,Paramount,79,7.9,74,A,MPA,200,Dolby Digital,Dolby Digital
2024-04-26,10:27:00,49,0.7,32.7,Le dîner de cons,Comedy,Pixar ,20th Century Fox,77,7.7,72,PG,MPA,200,Dolby Digital,Dolby Digital
2023-01-01,10:47:00,37,0.8,20.3,Solaris,Fantasy,DreamWorks,Warner Bros.,81,8.1,76,Passed ,MPA,300,Dolby Digital,Dolby Digital
2023-01-02,10:10:00,7,0.4,15.9,The General,Action,LucasFilm ,Pixar ,81,8.1,76,GP,AFI,200,Dolby Digital,Dolby Digital
2023-01-11,11:27:00,50,0.6,32.7,The Silence of the Lambs,Drama,Warner Bros.,Paramount,86,8.6,81,Unrated,MPA,200,Dolby Digital,Dolby Digital
2024-04-18,10:24:00,37,0.8,37.1,Deliverance,Adventure,Pixar ,LucasFilm ,77,7.7,72,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2024-07-31,11:51:00,21,0.6,22.5,Match Point,Fantasy,Pixar ,Universal,76,7.6,71,PG-13,MPA,200,ABD,Audionic
2023-05-16,10:30:00,2,0.6,27.4,Dead Man's Shoes,Drama,Paramount,Warner Bros.,76,7.6,71,TV-PG,MPA,200,ABD,Audionic
2024-08-02,11:21:00,9,0.7,30.1,Loving Vincent,Crime,20th Century Fox,20th Century Fox,78,7.8,73,Unrated,MPA,100,Dolby Digital,Dolby Digital
2023-10-09,09:12:00,11,0.7,21.9,The Bourne Identity,Action,20th Century Fox,Warner Bros.,79,7.9,74,Unrated,MPA,100,ABD,Audionic
2024-05-01,09:00:00,37,0.7,30.2,Jûbê ninpûchô,Action,Pixar ,DreamWorks,79,7.9,74,A,MPA,100,ABD,Audionic
2023-03-27,09:15:00,7,0.8,32.6,Metropolis,Fantasy,Warner Bros.,20th Century Fox,83,8.3,78,TV-PG,MPA,100,ABD,Audionic
2024-06-04,09:12:00,9,0.5,18.6,Fargo,Drama,Universal,Disney,81,8.1,76,A,MPA,100,Dolby Digital,Dolby Digital
2024-09-24,10:43:00,3,0.9,24.8,Twelve Monkeys,War,Disney,Paramount,80,8.0,75,A,MPA,100,Dolby Digital,Dolby Digital
2023-08-20,09:49:00,3,0.3,36.2,Argo,Biography,20th Century Fox,Paramount,77,7.7,72,A,MPA,300,ABD,Audionic
2024-04-11,09:41:00,44,0.1,38.3,Jodaeiye Nader az Simin,Fantasy,Warner Bros.,DreamWorks,83,8.3,78,PG,MPA,200,Dolby Digital,Dolby Digital
2023-06-29,09:15:00,11,0.8,36.3,The Muppet Movie,Adventure,20th Century Fox,Pixar ,76,7.6,71,TV-PG,MPA,300,ABD,Audionic
2024-01-24,11:58:00,39,0.6,31.9,La règle du jeu,Fantasy,Warner Bros.,20th Century Fox,80,8.0,75,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-01-22,11:01:00,42,0.0,24.3,The Dirty Dozen,Action,Disney,DreamWorks,77,7.7,72,TV-PG,MPA,300,Dolby Digital,Dolby Digital
2024-02-16,10:31:00,45,0.6,31.2,Titanic,Fantasy,Universal,Paramount,78,7.8,73,Unrated,MPA,300,Dolby Digital,Dolby Digital
2024-01-26,09:11:00,46,0.7,36.4,Fried Green Tomatoes,Fantasy,Warner Bros.,DreamWorks,77,7.7,72,PG,MPA,300,Dolby Digital,Dolby Digital
2024-03-31,11:40:00,23,0.9,36.4,Duck Soup,Sci-Fi,20th Century Fox,Universal,78,7.8,73,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2024-07-19,11:35:00,28,0.4,19.8,The Machinist,Fantasy,20th Century Fox,Pixar ,77,7.7,72,PG-13,MPA,100,ABD,Audionic
2023-03-17,11:43:00,35,0.1,23.4,All That Jazz,Fantasy,Paramount,Warner Bros.,79,7.9,74,A,MPA,300,ABD,Audionic
2023-03-01,10:14:00,34,0.8,26.4,The Adventures of Robin Hood,Action,Disney,DreamWorks,79,7.9,74,Passed ,MPA,200,ABD,Audionic
2024-03-22,10:24:00,36,0.4,20.9,Harry Potter and the Prisoner of Azkaban,Adventure,Paramount,20th Century Fox,79,7.9,74,TV-PG,MPA,200,Dolby Digital,Dolby Digital
2023-12-19,11:26:00,9,0.4,33.0,Koe no katachi,Crime,Disney,DreamWorks,81,8.1,76,Approved,AFI,100,Dolby Digital,Dolby Digital
2024-10-22,11:07:00,22,0.5,29.1,Ferris Bueller's Day Off,Comedy,LucasFilm ,20th Century Fox,78,7.8,73,TV-PG,MPA,300,ABD,Audionic
2024-03-13,09:34:00,39,0.1,21.8,Der Untergang,Biography,Pixar ,Warner Bros.,82,8.2,77,PG-13,MPA,200,ABD,Audionic
2024-10-19,11:35:00,1,0.8,33.1,"Planes, Trains & Automobiles",Fantasy,Disney,DreamWorks,76,7.6,71,TV-PG,MPA,100,Dolby Digital,Dolby Digital
2023-09-03,11:48:00,44,0.8,34.7,Die Hard,Action,Warner Bros.,Warner Bros.,82,8.2,77,A,MPA,200,ABD,Audionic
2023-03-16,10:19:00,19,0.5,18.2,Klaus,Adventure,20th Century Fox,DreamWorks,82,8.2,77,Passed ,MPA,300,Dolby Digital,Dolby Digital
2024-01-22,11:34:00,27,0.2,15.2,1917,Fantasy,Universal,DreamWorks,83,8.3,78,PG-13,MPA,100,Dolby Digital,Dolby Digital
2023-01-19,10:31:00,43,0.7,26.7,Fargo,Drama,Universal,Disney,81,8.1,76,A,MPA,100,Dolby Digital,Dolby Digital
